time,v(source),v(launch),v(pin),v(die),i(vsource),i(vpin),i(lpackage),i(vccurrent),i(vgc),i(vpc),i(vog),i(vop)
0.0,0.0,0.23723446078258412,0.23723446078293303,0.24272406620544204,0.006977484140664239,-0.006977484140664238,-0.006977484140664238,0.0,-2.072200416008436e-09,3.868e-09,0.002309751741007046,-0.009287237677470913
2e-14,0.0,0.23723446078272536,0.2372344607829327,0.24272406620544207,0.006977484140668393,-0.006977484140671209,-0.006977484140664239,0.0,-2.072200416008436e-09,3.868e-09,0.0023097517410070466,-0.009287237677470913
4e-14,0.0,0.23723446078272536,0.23723446078293237,0.24272406620544207,0.006977484140668393,-0.006977484140671203,-0.006977484140664239,0.0,-2.072200416008436e-09,3.868e-09,0.0023097517410070466,-0.009287237677470913
8e-14,0.0,0.23723446078272536,0.23723446078293176,0.24272406620544207,0.006977484140668393,-0.00697748414067119,-0.006977484140664239,0.0,-2.072200416008436e-09,3.868e-09,0.0023097517410070466,-0.009287237677470913
1.6e-13,0.0,0.2372344607827253,0.23723446078293065,0.24272406620544207,0.006977484140668391,-0.006977484140671168,-0.006977484140664239,0.0,-2.072200416008436e-09,3.868e-09,0.0023097517410070466,-0.009287237677470913
3.2e-13,0.0,0.23723446078272536,0.23723446078292845,0.24272406620544207,0.006977484140668393,-0.006977484140671125,-0.006977484140664239,0.0,-2.072200416008436e-09,3.868e-09,0.0023097517410070466,-0.009287237677470913
6.4e-13,0.0,0.2372344607827253,0.23723446078292404,0.24272406620544207,0.006977484140668391,-0.006977484140671036,-0.00697748414066424,0.0,-2.072200416008436e-09,3.868e-09,0.0023097517410070466,-0.009287237677470913
1.28e-12,0.0,0.23723446078272536,0.23723446078291527,0.24272406620544212,0.006977484140668393,-0.006977484140670861,-0.006977484140664242,0.0,-2.0722004160084356e-09,3.868e-09,0.002309751741007047,-0.009287237677470913
2.56e-12,0.0,0.23723446078272536,0.2372344607828985,0.24272406620544237,0.006977484140668393,-0.006977484140670525,-0.0069774841406642545,0.0,-2.0722004160084343e-09,3.868e-09,0.002309751741007049,-0.00928723767747091
4.56e-12,0.0,0.2372344607827254,0.23723446078287425,0.24272406620544248,0.0069774841406683935,-0.0069774841406700415,-0.006977484140664305,0.0,-2.0722004160084335e-09,3.868e-09,0.0023097517410070505,-0.00928723767747091
6.5599999999999995e-12,0.0,0.23723446078272536,0.23723446078285196,0.24272406620544243,0.006977484140668393,-0.006977484140669595,-0.006977484140664383,-1.1102230246251565e-16,-2.0722004160084335e-09,3.868e-09,0.00230975174100705,-0.009287237677470911
8.559999999999999e-12,0.0,0.23723446078272536,0.23723446078283184,0.24272406620544226,0.006977484140668393,-0.006977484140669192,-0.006977484140664484,-2.220446049250313e-16,-2.0722004160084347e-09,3.868e-09,0.002309751741007048,-0.00928723767747091
1.0559999999999999e-11,0.0,0.2372344607827253,0.23723446078281366,0.2427240662054418,0.006977484140668391,-0.006977484140668829,-0.006977484140664607,-3.3306690738754696e-16,-2.0722004160084376e-09,3.868e-09,0.002309751741007044,-0.009287237677470915
